word,node-label,new-val
(ตกแต่ง - VERB),pos,0.8941459502806736
(ลวง - ADJ),pos,0.8933440256615878
(ดื่มกิน - VERB),pos,0.892542101042502
(มากน้อย - ADV),pos,0.8917401764234162
(เสื้อ - VERB),pos,0.8909382518043304
(ตรู่ - VERB),pos,0.8901363271852446
(รังแก - VERB),pos,0.8893344025661588
(คุกคาม - VERB),pos,0.888532477947073
(งู - ADJ),pos,0.8877305533279871
(คุณเผลอ - VERB),pos,0.8869286287089013
(ปอเปี๊ยะเฮนน่า - VERB),pos,0.8861267040898155
(ร่มร่อน - ADJ),pos,0.8853247794707297
(จำหน่าย - ADV),pos,0.884522854851644
(ฟื้นฟู - VERB),pos,0.8837209302325582
(นวด - ADV),pos,0.8829190056134724
(ดูด - VERB),pos,0.8821170809943866
(ปกติ - VERB),pos,0.8813151563753007
(อดทน - ADJ),pos,0.8805132317562149
(แห้ง - ADJ),pos,0.8797113071371291
(เรียบง่าย - VERB),pos,0.8789093825180433
(เอน - VERB),pos,0.8781074578989575
(bech - VERB),pos,0.8773055332798717
(ล้น - VERB),pos,0.8765036086607859
(โด่งดัง - ADJ),pos,0.8757016840417001
(braids - VERB),pos,0.8748997594226142
(การแพทย์ - VERB),pos,0.8740978348035284
(ปู - VERB),pos,0.8732959101844426
(จ่าย - ADJ),pos,0.8724939855653568
(เอาใจใส่ - VERB),pos,0.871692060946271
(ผูก - VERB),pos,0.8708901363271853
(คุณรอ - VERB),pos,0.8700882117080995
(umbrellastuk - ADV),pos,0.8692862870890137
(คร่าว - ADJ),pos,0.8684843624699278
(สัมผัส - ADV),pos,0.867682437850842
(โมฆะ - ADJ),pos,0.8668805132317562
(กระเบน - VERB),pos,0.8660785886126704
(เจ็ทสกีพาราเซล - ADJ),pos,0.8652766639935846
(ย่าง - VERB),pos,0.8644747393744988
(ร่มจ้าง - VERB),pos,0.863672814755413
(หาดกะรน - VERB),pos,0.8628708901363272
(ยะเยือกเมื่อ - ADV),pos,0.8620689655172413
(ลบ - ADJ),pos,0.8612670408981555
(นายเที่ยง - VERB),pos,0.8604651162790697
(ตะกอน - ADJ),pos,0.859663191659984
(เงียบสงบ - VERB),pos,0.8588612670408982
(ตุ๊กตุ๊กชื่อ - VERB),pos,0.8580593424218124
(คุณชอบ - VERB),pos,0.8572574178027266
(ติดต่อ - ADV),pos,0.8564554931836408
(เจ้าของ - ADV),pos,0.8556535685645549
(ผิดพลาด - VERB),pos,0.8548516439454691
(servivelevel - VERB),pos,0.8540497193263833
(ราว - ADV),pos,0.8532477947072975
(แผล - VERB),pos,0.8524458700882117
(คุณรอด - VERB),pos,0.8516439454691259
(หมุนเวียน - VERB),pos,0.8508420208500401
(ป่น - VERB),pos,0.8500400962309543
(กองการ - VERB),pos,0.8492381716118684
(สูญเสีย - VERB),pos,0.8484362469927826
(ถนนไป - VERB),pos,0.8476343223736968
(กระสุน - VERB),pos,0.846832397754611
(อื้อฉาว - ADJ),pos,0.8460304731355253
(ขนส่ง - VERB),pos,0.8452285485164395
(แรมบุราส่า - VERB),pos,0.8444266238973537
(แรมศิระแกรนด์ - VERB),pos,0.8436246992782679
(ตราบ - ADJ),pos,0.842822774659182
(คริสตัล - VERB),pos,0.8420208500400962
(ลาน - ADV),pos,0.8412189254210104
(ปลิว - VERB),pos,0.8404170008019246
(สาด - VERB),pos,0.8396150761828388
(กล้า - VERB),pos,0.838813151563753
(คลื่นใต้น้ำ - VERB),pos,0.8380112269446672
(Looki Looki - VERB),pos,0.8372093023255814
(ดื่มด่ำ - VERB),pos,0.8364073777064955
(ข้อ จำกัด - VERB),pos,0.8356054530874097
(ครอก - VERB),pos,0.834803528468324
(ajae - ADJ),pos,0.8340016038492382
(เข้มข้น - VERB),pos,0.8331996792301524
(บรรจุ - ADJ),pos,0.8323977546110666
(โบราณ - ADJ),pos,0.8315958299919808
(ปา - VERB),pos,0.830793905372895
(ห้อง - VERB),pos,0.8299919807538091
(แทรก - ADJ),pos,0.8291900561347233
(เซฟ - VERB),pos,0.8283881315156375
(ค้น - VERB),pos,0.8275862068965517
(ท้อง - ADJ),pos,0.8267842822774659
(ระวัง - ADJ),pos,0.8259823576583801
